Insulation,Temperature,Num_Occupants,Avg_Age,Home_Size,Predicted_Heating_Oil
24898,2,67,2,54.9,3,220.319333348265
24899,1,59,9,19.7,6,171.70210909436682
24900,5,84,10,16.3,8,134.35092320239755
24901,6,80,5,28.9,8,159.27505887776533
24902,4,76,5,44.8,8,200.45635659074742
24903,6,84,1,49.1,3,179.64841819025764
24904,4,58,10,50.5,8,224.70650915280788
24905,6,65,9,33.4,4,166.53664668433066
24906,2,74,2,68.6,7,252.72695705597192
24907,6,45,4,27.2,4,173.52775014068487
24908,0,67,1,53.0,8,240.60173717365024
24909,8,65,8,69.8,7,236.99028108740967
24910,0,87,8,55.8,6,220.2484028848729
24911,8,62,10,15.9,1,118.52416852569041
24912,3,80,10,55.3,5,209.63815924525196
24913,0,48,6,25.3,8,202.79374025952364
24914,2,66,3,56.9,6,233.98734620734126
24915,4,66,2,30.3,8,182.65428567582336
24916,7,66,3,42.7,2,175.09011053349914
24917,6,53,9,44.5,6,203.8721014621663
24918,6,60,3,45.6,2,189.55734240854403
24919,8,69,5,68.9,2,217.2782708083683
24920,1,41,3,32.0,2,199.65425800030948
24921,0,64,7,57.9,5,240.8951840928599
24922,1,84,8,54.7,8,223.06038334806783
24923,5,76,7,71.8,6,240.42514274203177
24924,7,89,3,26.3,7,140.3905420754488
24925,8,73,4,55.2,2,188.43415298777683
24926,6,69,3,44.6,3,183.18510052352735
24927,7,53,6,72.5,2,241.18712975366412
24928,8,70,8,34.8,4,157.43693470303793
24929,4,53,2,18.8,1,150.0713656402653
24930,3,61,7,22.9,7,172.0126101653468
24931,7,75,7,54.6,7,204.16346337869047
24932,2,66,8,49.7,6,218.6972737048309
24933,4,72,2,43.0,4,188.95807788882752
24934,3,69,1,50.4,2,203.43888271830824
24935,4,50,6,29.3,5,183.5375947447044
24936,8,90,1,55.3,7,190.92977925404472
24937,1,84,9,57.4,4,215.26590106323965
24938,5,86,10,52.4,7,197.51387256301925
24939,3,43,7,57.3,8,255.17904001813542
24940,2,86,1,28.9,6,165.00604296096742
24941,8,67,9,49.5,7,196.71778033593625
24942,6,61,4,40.4,1,175.43745872390772
24943,0,79,6,30.2,1,163.83387233961423
24944,7,45,6,71.1,6,257.8594308878572
24945,4,47,10,69.2,8,269.241931071786
24946,5,46,8,42.4,7,213.24868691358085
24947,0,78,9,30.4,7,182.82017453623445
24948,7,74,1,45.6,8,193.26897404457176
24949,7,69,2,36.8,4,168.0501592646385
24950,1,38,8,51.0,5,245.6499017968037
24951,7,52,10,54.8,8,226.1148953338931
24952,5,38,8,40.6,6,213.50053024348523
24953,3,66,4,18.4,7,160.3405967698033
24954,7,53,4,62.6,3,226.36691529667215
24955,2,83,9,37.1,7,183.35646500833354
24956,1,46,4,24.7,5,190.725269314202
24957,8,50,8,19.9,5,149.4463084362629
24958,1,66,5,43.9,3,203.33509199315762
24959,0,70,8,60.6,4,237.41944580629334
24960,6,66,6,26.3,7,162.75577251337202
24961,3,77,7,58.8,3,213.5417444295075
24962,3,43,4,47.3,3,221.71590227348315
24963,8,55,2,71.0,1,230.9946540229673
24964,8,70,8,18.4,6,132.81625717839103
24965,1,90,9,72.0,5,240.81522903763053
24966,1,49,10,46.4,3,220.71149187821297
24967,4,75,7,44.9,7,197.6663147632282
24968,3,62,9,23.9,3,159.82351349892357
24969,4,74,10,26.6,8,166.14288513991005
24970,4,82,6,43.6,5,183.3685741427676
24971,7,90,5,70.1,5,215.0771779245147
24972,6,48,3,18.8,5,158.645914873515
24973,0,48,2,20.2,8,194.57223385214212
24974,4,83,2,21.2,6,144.85100299813854
24975,6,87,9,70.2,4,217.212992457491
24976,1,53,5,68.0,5,266.0014754343723
24977,5,78,10,56.8,3,200.04244257282465
24978,2,77,10,49.8,6,208.87761619143905
24979,0,55,3,59.1,2,242.76102021261647
24980,3,82,3,23.7,4,147.7175011073311
24981,1,78,6,36.5,6,188.28932686353838
24982,1,87,5,52.9,7,215.03392894254694
24983,0,74,4,25.8,6,176.14055851387835
24984,5,44,5,55.8,8,244.35112912225838
24985,3,47,4,32.6,5,196.90930095943008
24986,0,58,6,72.1,8,282.46697550235604
24987,7,77,5,29.2,8,158.45693729462675
24988,5,43,10,20.8,5,168.14960264062276
24989,3,51,8,39.2,3,198.3013650435007
24990,6,90,1,22.6,2,121.52376866720384
24991,5,90,10,46.4,1,164.02535750830145
24992,6,70,1,32.5,4,163.37451869426224
24993,8,84,8,67.3,7,216.19034349018926
24994,8,77,9,46.9,7,183.3517815250065
24995,7,49,5,63.9,4,234.9904760750656
24996,4,43,1,18.0,7,176.18031849566916
24997,0,52,3,18.9,3,172.72311080445607
24998,5,81,7,61.7,5,214.03493191844586
24999,3,49,6,59.6,7,251.64182693305196
25000,3,63,1,55.7,5,227.9026052540014
25001,7,67,4,42.5,7,189.187677791398
25002,5,67,9,46.2,3,189.7406147248423
25003,5,44,8,46.1,7,221.9110519448147
25004,2,57,7,41.3,1,195.1779504411378
25005,4,38,5,47.9,3,222.8106960238015
25006,7,58,10,72.7,8,254.7459740774205
25007,7,50,3,51.9,4,212.23481203979452
25008,5,49,3,64.5,8,257.19386208748966
25009,0,89,6,66.0,7,241.59039364926934
25010,6,45,5,39.9,6,203.367645322052
25011,1,45,8,25.0,2,181.35318375129492
25012,1,72,6,22.9,3,158.3565427209212
25013,4,65,7,62.8,2,224.1810050541621
25014,4,77,4,38.4,8,187.90171060028774
25015,3,86,3,39.1,4,173.33395599275372
25016,1,78,5,49.2,2,200.02057694940643
25017,8,49,10,64.8,7,240.432190470176
25018,7,42,6,20.3,3,155.3239543036206
25019,2,55,8,57.4,3,233.11519506231915
25020,7,79,4,19.4,7,135.51844082973636
25021,0,90,1,15.7,8,150.87231216430467
25022,7,54,2,46.4,3,195.70103298152654
25023,4,83,6,72.9,2,228.30458166011587
25024,8,76,3,43.0,7,178.92913650854197
25025,8,72,5,66.9,3,214.10416182979546
25026,7,70,1,57.4,5,209.48033723842275
25027,3,85,10,45.8,7,193.77824181394277
25028,2,65,2,45.0,6,212.76792044458074
25029,1,60,4,24.5,7,184.75855790013685
25030,8,49,8,49.8,6,209.73986948609235
25031,1,41,9,37.6,6,220.6592606825978
25032,1,60,3,68.1,2,251.5529931657453
25033,0,74,4,33.5,5,187.50920462383579
25034,7,80,6,23.7,2,126.41109493244966
25035,8,79,7,66.8,1,201.02866458994941
25036,3,66,6,35.3,1,172.6774046775236
25037,2,70,9,16.5,1,136.76815943619317
25038,6,56,4,60.0,3,222.85325067892705
25039,8,80,1,59.2,8,209.87759969760532
25040,4,59,5,38.0,6,195.78012997727635
25041,2,46,5,61.9,2,247.1171044989618
25042,2,83,10,22.5,2,139.84599621516213
25043,2,54,2,66.1,1,246.1563634125198
25044,2,74,2,61.1,8,241.7349880069609
25045,7,52,2,27.8,7,174.89758866315282
25046,4,82,4,42.8,4,179.42032448587872
25047,7,76,1,41.4,7,180.53149562449278
25048,3,53,4,44.2,2,204.2747900737082
25049,5,50,5,44.8,1,196.61842740367595
25050,2,66,7,28.3,5,175.6053471087743
25051,2,52,1,24.9,5,183.1343508688902
25052,2,61,8,21.7,7,173.33050441812657
25053,1,88,10,19.0,3,136.07686615591206
25054,8,72,6,27.3,6,148.5764263101567
25055,3,72,5,56.3,5,220.02660047332495
25056,4,47,4,35.3,8,207.47080721149794
25057,5,75,4,15.7,3,127.25170362405402
25058,1,70,6,51.1,4,216.29526845456883
25059,2,60,4,35.9,5,196.03841262097745
25060,2,80,1,67.8,4,237.08440805326086
25061,8,69,5,64.0,1,204.91626207870218
25062,4,60,2,16.4,8,161.55674815122407
25063,6,68,10,18.7,7,145.36444614693147
25064,2,71,6,19.4,5,154.95455904903395
25065,2,68,3,58.1,1,218.88646548689854
25066,5,76,6,53.1,4,199.28493573227246
25067,3,42,2,60.6,7,260.83740879757437
25068,6,52,2,44.6,2,194.79525438040116
25069,5,89,7,33.3,6,156.90485238563426
25070,1,45,7,53.3,5,244.39918974633676
25071,0,39,3,59.1,1,253.17831470593967
25072,2,85,8,49.8,1,187.1270342175179
25073,3,76,3,18.5,6,149.2722572068588
25074,0,74,7,41.9,8,211.69208440795845
25075,8,38,8,72.2,5,258.11039629609974
25076,1,64,7,63.1,6,249.89831213379946
25077,6,88,10,26.4,4,133.52785674667757
25078,2,56,5,40.8,3,202.0418982869687
25079,4,72,8,25.5,8,166.456880031806
25080,2,86,2,67.0,3,227.0168212001322
25081,7,79,2,38.7,1,153.75913211556536
25082,3,57,4,31.6,2,177.15645642663407
25083,1,66,8,35.9,5,193.49703204319587
25084,0,57,5,60.9,1,240.6319742975537
25085,3,77,8,31.7,6,171.55632521901913
25086,4,83,3,17.3,6,137.15986064799569
25087,0,75,9,69.2,5,252.16944199246672
25088,8,80,2,35.6,1,143.1498216888873
25089,2,61,10,27.4,6,180.24050059524404
25090,0,72,3,22.3,4,165.32164753977116
25091,1,70,10,25.2,1,156.73156820582
25092,5,64,1,73.0,8,261.1907209731481
25093,3,48,6,70.5,7,273.0176464564937
25094,1,59,1,56.3,4,237.13468706810428
25095,4,65,5,56.0,1,208.93244356888107
25096,5,48,9,52.5,4,220.83083721652358
25097,8,73,2,49.5,3,181.52415681065935
25098,4,79,6,38.4,7,182.38257113670736
25099,5,49,5,67.3,4,249.24177867144675
25100,3,66,9,45.1,2,193.2301824153128
25101,4,73,9,35.6,2,165.48568782717385
25102,7,51,6,72.4,5,252.09289283635377
25103,4,49,1,45.6,6,219.94681395861807
25104,4,40,5,33.5,2,190.86268749545587
25105,2,65,4,25.6,5,172.40494547292434
25106,1,75,2,52.5,8,228.61485096454894
25107,7,75,2,33.7,4,157.13014660879332
25108,4,59,9,38.3,4,188.69454544898576
25109,2,65,4,18.9,2,150.38600172178224
25110,7,83,4,47.4,4,175.46528834534502
25111,4,72,6,34.6,2,165.48704120936833
25112,2,49,4,65.0,5,260.1610417091686
25113,8,71,9,48.4,1,172.4578532744054
25114,1,87,4,49.9,4,200.32945048060128
25115,3,59,8,66.8,6,252.907704048641
25116,5,81,2,44.8,4,180.8019978404352
25117,5,76,8,40.6,3,171.91731936326707
25118,0,45,2,61.4,5,265.30820530325207
25119,0,44,6,60.3,5,262.69964252315765
25120,8,47,9,40.9,3,184.92537780657713
25121,6,72,8,41.5,5,179.3429901377887
25122,3,85,1,51.7,6,204.87025133057418
25123,2,82,1,32.8,1,160.07182077447706
25124,6,80,4,19.2,4,128.8184781376359
25125,6,90,8,47.4,6,178.34382953865912
25126,3,86,10,55.6,2,195.72139441605813
25127,4,40,1,33.2,4,197.94827202374643
25128,2,50,5,53.7,4,234.55250766566692
25129,4,71,8,43.2,2,181.83919520855054
25130,8,89,1,43.4,7,169.36441382959623
25131,4,43,4,29.9,1,178.7542602180414
25132,3,86,9,36.0,7,174.82008578739422
25133,0,73,2,66.6,4,248.25463649922526
25134,3,39,5,55.1,6,248.84830900559314
25135,7,54,2,30.6,3,165.94354516676052
25136,4,51,3,19.1,1,151.98428097372226
25137,8,77,7,48.8,1,168.82156850849825
25138,5,47,8,47.9,1,203.95986196886935
25139,8,75,2,63.9,6,216.35132800451277
25140,1,86,4,47.8,7,206.6215232519642
25141,5,47,3,39.0,8,210.86137622054827
25142,8,76,2,67.7,2,210.12758951471514
25143,6,84,2,25.8,7,147.95328387423012
25144,5,67,4,57.4,1,206.29738697332243
25145,5,64,2,39.7,2,179.32752624500858
25146,1,76,5,25.4,4,163.1566875734678
25147,6,45,4,21.0,1,152.45049904190878
25148,3,41,6,60.4,7,259.9238927917388
25149,2,66,9,24.0,6,169.94833171152985
25150,1,80,6,23.2,4,155.27962143391878
25151,4,89,9,62.3,2,202.22136023371658
25152,2,58,8,35.7,1,183.43813337108787
25153,2,48,1,22.6,1,169.65656052954046
25154,8,67,6,63.0,2,207.51419725248664
25155,4,80,6,40.7,5,179.60059616277005
25156,6,54,2,48.5,8,219.2471420840058
25157,7,83,8,55.1,3,185.45017580855065
25158,4,66,2,68.8,4,242.63093696208972
25159,8,74,9,36.3,2,150.26155271803907
25160,0,46,9,29.1,5,201.2063626267293
25161,0,55,9,49.6,6,235.32690479345115
25162,4,88,9,65.8,8,228.46065292101636
25163,2,43,5,25.1,7,196.01638807280702
25164,7,44,4,59.0,4,230.34242625287985
25165,4,65,2,64.8,3,232.8108947085451
25166,7,40,7,55.0,1,215.75848264690097
25167,6,56,8,40.6,4,188.0652378568531
25168,1,51,8,28.0,2,181.92182145431508
25169,7,52,1,29.5,1,159.6447589240102
25170,3,73,7,30.0,2,159.55450572419656
25171,5,68,1,45.4,2,187.02108333621848
25172,2,83,4,48.9,4,197.9098477031737
25173,8,73,8,63.5,7,218.3495960526967
25174,6,54,9,40.9,7,199.37841539974752
25175,0,77,5,72.9,8,268.2281490724393
25176,2,83,2,54.1,1,198.99506840171864
25177,2,53,4,32.9,5,196.31669461981994
25178,0,47,9,31.0,6,207.07129574033664
25179,8,53,6,22.4,4,149.17247117940178
25180,6,48,5,43.7,3,198.58348816500825
25181,8,73,8,26.1,2,132.24388197332303
25182,2,66,10,35.1,2,177.9742859864507
25183,1,67,6,27.2,7,183.22338098649885
25184,0,54,3,64.6,1,250.83313835402606
25185,6,50,2,45.9,3,202.07091541675726
25186,7,57,2,65.9,6,239.28654952765066
25187,0,63,4,30.4,7,197.253668372614
25188,0,38,10,72.7,5,289.7513798662589
25189,4,66,9,37.0,1,170.91744443035807
25190,3,73,4,41.8,2,182.81627130509833
25191,8,54,7,17.2,8,150.7196911771613
25192,8,57,2,33.8,8,181.17282643856475
25193,6,72,4,72.0,1,225.63631763295064
25194,1,39,6,57.0,5,256.7951732467091
25195,6,83,2,54.5,8,205.98678255838112
25196,5,52,8,16.0,3,145.91211371156277
25197,6,48,9,67.6,5,248.47947977431022
25198,6,74,2,31.7,3,155.0007712448589
25199,2,84,4,41.6,1,173.91395306732977
25200,8,67,9,44.2,4,177.335576011419
25201,0,42,6,44.4,3,228.1808141086854
25202,3,75,9,50.5,7,211.44528942649777
25203,0,65,4,72.3,6,271.34025250068146
25204,0,73,9,49.9,1,204.9802620689472
25205,7,79,2,63.4,3,206.54559061540476
25206,0,57,10,44.2,6,223.11684508248499
25207,1,69,9,21.8,5,164.0546004791984
25208,4,84,2,27.2,8,161.57123659762638
25209,7,68,8,43.6,7,189.02872327798875
25210,5,50,9,23.1,6,170.032311326635
25211,1,78,8,52.8,2,205.76294506137785
25212,6,45,2,69.6,5,257.2085871211779
25213,8,47,8,66.7,6,243.26292053978892
25214,6,74,1,28.9,4,153.20665278977634
25215,6,41,5,60.3,6,245.17638434603595
25216,1,39,3,64.1,6,274.33844863184953
25217,2,52,6,27.7,6,189.8115521501793
25218,6,61,3,49.2,2,195.4906098037167
25219,8,51,8,54.6,4,210.81943807212244
25220,0,52,10,25.6,6,192.3204769237825
25221,0,77,3,36.2,4,187.2661047662331
25222,2,82,4,41.9,5,188.70649100839134
25223,0,66,6,55.9,7,242.04735521431684
25224,5,80,1,23.7,7,151.65568948357756
25225,5,73,6,59.6,6,220.33454079157693
25226,1,63,9,67.4,1,242.48480564023805
25227,4,49,2,41.3,5,208.3688967501032
25228,8,64,7,64.5,5,221.9343568629222
25229,8,41,9,19.0,4,151.8941785806008
25230,5,74,8,38.5,2,166.5226288905759
25231,4,38,5,53.1,8,248.27140329080393
25232,3,51,4,34.2,7,202.80188011250908
25233,6,51,4,26.2,4,166.56284662477694
25234,5,76,1,63.9,2,215.08835385885982
25235,2,81,3,53.2,7,217.4484457883722
25236,4,62,5,20.4,2,147.558106562488
25237,2,68,5,67.7,1,236.2750850889501
25238,5,47,2,42.9,4,206.01883562477445
25239,2,72,9,57.6,4,221.88171826639172
25240,1,55,10,69.8,6,269.101452007204
25241,2,42,3,23.0,4,184.19981574867077
25242,0,49,5,29.8,7,207.6345733541639
25243,0,49,8,53.6,3,238.8876416758056
25244,5,54,7,56.2,1,214.00946174679459
25245,5,89,9,38.0,2,152.5312010485822
25246,5,46,6,65.3,4,247.66982750588267
25247,3,71,8,45.6,7,205.9503199024494
25248,5,84,10,46.2,7,187.53072307740598
25249,0,47,4,30.9,5,205.47923478182403
25250,4,86,6,15.6,8,136.64636901225776
25251,3,70,3,46.0,7,209.28029203464462
25252,3,86,6,61.9,8,227.77100490149675
25253,6,43,7,24.9,8,182.38566730437933
25254,8,67,5,68.9,8,237.7726346309686
25255,3,43,4,23.6,1,170.81282907837576
25256,3,88,9,36.8,1,155.8324302085795
25257,1,68,3,72.4,6,265.40987530710856
25258,6,85,6,17.6,6,127.14542529033386
25259,8,64,3,62.4,4,216.22958563325759
25260,0,60,9,34.2,8,208.35501406422304
25261,4,54,3,44.7,1,197.65818566927422
25262,0,66,5,57.0,4,235.06475650177248
25263,5,76,5,66.9,5,228.75501333574158
25264,4,41,9,25.7,3,177.07502450641076
25265,0,65,7,54.2,1,220.54605581757204
25266,7,83,1,49.6,8,193.18023794673604
25267,1,59,8,71.2,7,272.17581268623337
25268,8,41,4,50.4,1,203.36191324818873
25269,4,72,10,30.4,7,171.86016796513786
25270,4,78,6,42.5,8,194.0847913244505
25271,7,66,10,29.6,8,166.79670982856894
25272,3,57,7,59.5,8,247.4656118624688
25273,1,77,10,48.3,8,216.2432759874455
25274,0,80,1,65.7,6,247.2439329465742
25275,5,90,10,24.7,5,135.68957934153315
25276,4,61,7,45.2,4,200.68794397128738
25277,1,82,7,35.6,7,185.9940823566202
25278,8,41,5,68.0,7,254.9640793686595
25279,0,72,5,64.0,3,240.03351468724162
25280,4,70,4,31.8,2,162.5992810832199
25281,2,69,1,35.9,4,186.3205335527983
25282,5,43,1,43.9,3,208.50241866216584
25283,5,57,4,40.2,3,188.6391982235164
25284,0,69,7,50.4,8,231.93545800749393
25285,8,73,5,34.5,2,149.10213751813592
25286,1,39,4,38.6,7,229.09960443597407
25287,2,39,4,58.0,4,252.31312085819175
25288,4,41,1,15.8,1,154.93018581010898
25289,5,62,9,24.7,3,153.48242918241692
25290,6,72,1,54.7,2,197.22499158262963
25291,2,52,7,28.4,6,190.78398220180375
25292,4,71,10,38.3,5,181.3189901014252
25293,4,45,10,17.7,8,173.94142728181183
25294,2,60,5,43.0,4,205.93108788640774
25295,8,85,10,16.3,8,121.73231466009649
25296,1,51,8,46.1,5,225.41135767940233
25297,4,81,9,22.4,5,143.2499063992474
25298,4,75,6,71.1,4,237.95668719945775
25299,1,65,9,40.8,4,200.09317934007834
25300,6,65,7,59.2,8,228.35354981570958
25301,2,57,1,41.4,7,216.24245136061376
25302,8,42,9,29.3,8,182.97981046339473
25303,2,38,10,24.0,1,177.64904001960022
25304,4,69,7,61.8,1,215.7765202055003
25305,0,71,6,55.8,5,231.35757670157201
25306,4,54,7,54.5,6,230.39870669129212
25307,6,86,6,42.3,3,163.41786040591475
25308,8,55,4,24.7,3,149.36887656345687
25309,6,53,4,29.2,3,167.38574239876857
25310,8,88,3,39.4,4,152.58565077971735
25311,0,38,5,45.3,3,233.6094793520828
25312,5,38,5,63.1,6,256.9145185850197
25313,4,64,4,37.4,8,197.02828141977017
25314,0,83,10,70.6,4,244.55146340602323
25315,5,65,10,54.8,4,210.41904882405424
25316,5,74,8,61.2,3,212.4088960444721
25317,7,50,4,54.2,6,222.4875000519486
25318,3,38,6,32.2,2,193.68608262148769
25319,2,62,10,70.9,4,255.05400017626624
25320,0,48,10,67.0,8,279.94714882009737
25321,5,43,9,20.1,8,176.57743479843583
25322,2,47,5,68.9,2,259.45388193022336
25323,8,74,5,15.8,7,128.70301630018022
25324,4,60,2,47.9,7,217.74996451380377
25325,1,86,5,63.9,7,236.5980869964619
25326,4,85,2,27.4,6,154.8341524837518
25327,1,83,1,42.8,6,197.6497540824767
25328,4,46,8,45.5,4,213.61081542895877
25329,3,43,2,36.6,4,205.38897957270552
25330,2,64,8,27.5,4,172.31311787054685
25331,7,47,1,22.1,3,156.2091476512648
25332,4,47,10,67.2,8,265.4751604623219
25333,6,62,7,63.5,4,226.45918278572856
25334,2,45,4,38.5,3,207.37216846826215
25335,8,59,9,42.0,3,176.83406521943056
25336,2,44,2,23.6,1,174.58168498003513
25337,2,88,9,71.0,4,233.5683661199985
25338,3,57,9,63.6,7,251.36219155201502
25339,5,61,7,66.4,7,246.09207836089774
25340,6,86,4,20.9,6,133.2055564174628
25341,2,55,8,26.8,6,184.88386694695663
25342,3,55,7,52.1,1,213.28845485582286
25343,7,58,9,70.9,5,242.30155798115328
25344,7,82,6,59.5,2,192.14244943813094
25345,3,41,4,29.9,6,200.0390995843087
25346,6,70,3,30.0,6,164.2410175820146
25347,2,76,7,62.1,4,227.66115265361117
25348,6,70,4,29.4,3,153.3647845280499
25349,2,60,9,36.5,4,192.30532475889774
25350,0,63,3,18.6,4,165.9753992290265
25351,7,73,3,48.3,8,198.50915474583496
25352,7,55,6,19.4,4,145.75237214162652
25353,7,90,9,28.6,1,122.99924618546706
25354,1,83,7,25.6,7,166.31330960743728
25355,1,51,1,32.3,6,204.97563884239517
25356,3,56,8,25.8,5,175.09624492373663
25357,5,40,7,55.0,3,229.87311668015158
25358,1,89,5,44.8,5,191.81782709753386
25359,8,86,6,44.4,5,165.7920184585181
25360,7,53,2,28.7,3,163.2120327896323
25361,0,83,8,66.9,2,232.00797562893234
25362,7,75,5,64.1,1,203.9469786781456
25363,6,41,6,71.0,5,261.84924670850154
25364,3,60,8,30.8,5,181.12549263994617
25365,2,70,3,67.3,7,253.32029530558293
25366,6,45,10,23.0,7,172.94215610012014
25367,6,53,4,59.3,2,220.9422193347234
25368,5,66,5,48.2,7,208.2717466288375
25369,5,85,4,67.7,4,219.85196318797216
25370,3,49,9,53.8,2,224.01326949814649
25371,2,62,5,38.1,5,198.14208122597466
25372,5,71,3,15.6,8,146.46408724511525
25373,6,81,6,50.0,6,191.55478797110214
25374,7,82,1,37.5,1,149.30425030598695
25375,4,73,4,18.5,5,144.40975963413348
25376,1,65,1,54.7,4,229.03975236935716
25377,3,68,2,32.1,6,182.0075946278035
25378,3,85,5,67.9,1,218.33023093808535
25379,1,79,10,46.2,5,201.19406523434543
25380,5,90,7,70.9,3,217.47295793225834
25381,8,89,6,31.9,4,136.57552230730062
25382,7,73,9,58.5,3,199.97694320157805
25383,1,82,1,36.0,6,185.68965371216154
25384,2,42,10,71.8,7,283.08770319721555
25385,1,52,7,34.2,6,205.63151324939565
25386,4,39,2,29.0,5,193.67245452052578
25387,2,49,9,15.6,3,159.12526787400833
25388,5,67,6,22.3,6,155.1657871362482
25389,3,84,3,20.3,2,133.35331019455856
25390,5,69,8,64.1,8,237.7724156199041
25391,7,66,7,45.4,4,185.05833368248213
25392,8,68,10,39.4,8,179.63615013107136
25393,4,43,7,33.9,5,197.78366539782232
25394,7,69,4,56.1,8,216.24129926850742
25395,0,41,7,48.7,3,236.78035095920782
25396,1,55,1,56.8,3,238.33063779144175
25397,0,70,3,16.5,6,162.35869364900904
25398,8,89,1,17.9,1,102.5375641400545
25399,2,82,10,49.5,2,191.5443191447895
25400,1,79,4,20.8,1,142.89803351836298
25401,3,46,2,29.0,8,201.06817509707088
25402,3,77,5,47.2,6,201.78661642742944
25403,3,62,1,21.9,1,152.5574187100048
25404,0,71,6,62.6,8,253.56485898318732
25405,3,79,6,29.7,6,166.78759452920568
25406,3,83,3,57.9,6,217.5492003002621
25407,5,77,3,56.3,8,218.03635093653287
25408,0,39,7,68.7,5,282.408737930532
25409,3,81,7,57.3,1,201.06214619200054
25410,0,44,9,34.4,8,222.28240635497184
25411,1,59,3,57.9,3,236.32280349582047
25412,1,63,9,62.7,3,239.89973618095587
25413,6,65,9,67.3,8,242.91709146066307
25414,5,70,8,29.2,3,155.52824510049783
25415,8,73,5,57.7,7,208.46378027031483
25416,8,87,2,70.9,5,216.238567978806
25417,0,41,8,27.4,2,193.1848835702485
25418,7,82,8,15.6,3,111.9033759734982
25419,8,88,9,66.5,1,192.14949235839006
25420,2,41,2,30.8,5,203.2165012256104
25421,8,44,7,42.8,4,194.86986905101102
25422,0,81,4,24.5,1,152.0966160222923
25423,0,70,4,55.4,7,238.40986307787614
25424,3,53,8,45.8,6,218.4381308604443
25425,6,74,7,41.9,8,188.14870672708167
25426,2,64,9,63.2,1,229.80377137835478
25427,6,54,4,61.1,6,236.01907612729508
25428,3,45,7,40.8,5,213.00908087689413
25429,1,49,4,29.3,1,184.31439966446467
25430,3,46,6,43.1,4,213.70646630112395
25431,6,39,5,28.1,5,183.0917962009108
25432,3,43,4,35.5,2,196.35853494116606
25433,2,74,3,26.9,8,176.9772709234376
25434,1,75,5,36.4,4,184.72084562738274
25435,8,72,4,52.8,3,187.8943686947618
25436,4,55,3,28.2,4,175.13567064877063
25437,6,81,4,38.5,7,173.72115702653892
25438,4,38,2,47.6,2,220.1500786809666
25439,4,39,9,61.9,2,243.81399120495627
25440,0,85,6,64.5,4,232.7527322901844
25441,8,65,1,21.7,7,148.82102556161482
25442,1,62,5,52.9,7,236.20692148911314
25443,5,67,1,57.0,7,225.3823762553685
25444,3,77,6,46.1,5,196.23553219405707
25445,8,56,4,44.5,2,182.6795651588092
25446,4,54,2,66.6,3,245.5171049775519
25447,7,67,1,59.5,1,203.44252253803128
25448,4,69,10,61.3,6,229.4641122504663
25449,2,88,8,59.0,7,220.71394433433966
25450,3,88,1,27.1,3,146.59795151914082
25451,1,52,1,64.8,7,268.4721622808026
25452,4,87,5,27.2,3,142.32555482457875
25453,1,62,1,71.7,2,257.33122018243125
25454,6,51,9,39.3,2,183.23865433536838
25455,7,57,1,36.2,7,186.82936637527658
25456,1,50,9,16.4,8,179.37605637847332
25457,7,57,10,64.4,3,224.29369206761146
25458,2,83,4,31.4,8,177.48428781627993
25459,6,74,3,47.6,4,187.73407866488935
25460,5,50,6,37.8,7,201.88931502773883
25461,3,86,7,71.6,1,223.75995754035526
25462,8,48,7,18.6,5,149.03768660552453
25463,2,86,5,53.2,5,206.2551264827247
25464,0,87,4,29.8,7,175.79756434507118
25465,8,72,6,22.9,1,124.62242728693991
25466,8,82,8,22.5,6,130.37510050544057
25467,7,42,6,36.2,6,194.67004285829736
25468,2,47,3,17.1,2,162.58640246848023
25469,5,38,5,26.2,5,184.28418010392875
25470,5,42,3,40.3,4,205.01069268009644
25471,4,45,7,32.4,2,183.86448582756145
25472,3,82,6,52.3,6,206.81134331056154
25473,1,41,4,33.0,7,216.8588073257494
25474,1,87,10,45.8,2,184.2650912881139
25475,2,80,4,58.6,7,228.11970647409987
25476,8,72,8,42.0,3,166.1700487569041
25477,2,56,7,54.1,1,220.13220204357043
25478,2,68,8,39.4,6,197.60456566236573
25479,0,53,10,71.6,3,268.70901903015556
25480,6,55,2,54.0,3,213.09173787577345
25481,7,76,10,35.2,8,168.8744705164418
25482,3,60,2,45.0,5,209.94520193726868
25483,7,40,7,46.6,2,203.0714668236311
25484,7,88,10,41.1,5,160.42314518257143
25485,0,63,5,54.5,8,245.43073529144706
25486,8,78,3,33.9,4,150.6962286223177
25487,3,86,9,16.8,8,141.79250867301846
25488,1,55,5,49.4,8,238.67693157206878
25489,4,55,10,16.2,6,156.38031083312896
25490,4,67,2,28.9,5,169.77036433789837
25491,2,52,8,63.2,6,255.97985114479036
25492,3,61,1,60.3,5,238.26001705949403
25493,6,81,4,69.7,4,223.08251632474065
25494,2,90,1,34.2,3,162.20004405915907
25495,3,67,5,51.7,6,218.73104731735003
25496,2,55,2,40.3,8,218.65204800392507
25497,6,41,3,66.1,3,247.39163622742012
25498,1,73,2,53.5,7,229.0586549365271
25499,3,45,5,46.5,5,224.4362564372426
25500,8,53,8,19.5,6,149.28561594526133
25501,8,54,6,27.6,4,158.11915506214564
25502,2,68,2,50.3,5,217.07568271759337
25503,5,73,8,51.6,8,210.84242050330317
25504,0,71,4,49.0,7,225.5092774257285
